0,0,45
0.0055,0.122,45
0.022,0.3664,45
0.0499,0.6197,45
0.0891,0.8727,45
0.1398,1.1257,45
0.2018,1.3788,45
0.2752,1.6315,45
0.36,1.8837,45
0.4561,2.1355,45
0.5634,2.3858,45
0.682,2.6347,45
0.8116,2.8821,45
0.9523,3.1264,45
1.104,3.3677,45
1.2661,3.6049,45
1.4387,3.8361,45
1.6215,4.061,45
1.814,4.2778,45
2.0158,4.4847,45
2.2264,4.6805,45
2.4452,4.8632,45
2.6716,5.0313,45
2.9049,5.1833,45
3.1442,5.318,45
3.3888,5.4346,45
3.6378,5.5332,45
3.8904,5.6149,45
4.1461,5.6826,45
4.3996,5.6328,45
4.638,5.2979,45
4.8627,4.9915,45
5.0749,4.7173,45
5.2762,4.4728,45
5.4676,4.2535,45
5.65,4.054,45
5.8242,3.8702,45
5.9905,3.6957,45
6.1493,3.5274,45
6.3005,3.3614,45
6.4443,3.1959,45
6.5806,3.0286,45
6.7093,2.8587,45
6.8301,2.6857,45
6.9431,2.5097,45
7.0479,2.33,45
7.1446,2.1474,45
7.2328,1.9613,45
7.3126,1.7733,45
7.3839,1.5822,45
7.4463,1.389,45
7.5002,1.1946,45
7.545,0.9977,45
7.581,0.8006,45
7.6081,0.6016,45
7.6262,0.4022,45
7.6354,0.2008,45